Municipios,Distritos,Secciones,Índice de Gini y Distribución de la renta P80/P20,Periodo,Total
08019 Barcelona,0801910 Barcelona distrito 10,0801910059 Barcelona sección 10059,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910059 Barcelona sección 10059,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910059 Barcelona sección 10059,Distribución de la renta P80/P20,2015,3.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2023,37
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2022,35
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2021,34
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2020,35.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2019,35.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2018,35.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2017,35.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2016,37.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Índice de Gini,2015,36.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2022,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2021,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2019,3.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2018,3.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2017,3.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2016,3.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910060 Barcelona sección 10060,Distribución de la renta P80/P20,2015,3.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2023,30.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2022,30.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2021,30.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2020,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2019,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2018,30.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2017,30.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2016,31.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Índice de Gini,2015,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2019,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2017,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2016,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910061 Barcelona sección 10061,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2023,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2022,31.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2021,30.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2020,30.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2019,30.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2018,29.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2017,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2016,33.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Índice de Gini,2015,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2018,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910062 Barcelona sección 10062,Distribución de la renta P80/P20,2015,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2023,33.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2022,29.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2021,29.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2020,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2019,31.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2018,29.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2017,32.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2016,30
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Índice de Gini,2015,31.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2023,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2022,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2021,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2018,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2017,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2016,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910063 Barcelona sección 10063,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2023,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2022,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2021,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2020,34
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2019,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2018,33.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2017,34.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2016,33
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Índice de Gini,2015,33.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2022,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2021,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2020,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2019,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2017,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910064 Barcelona sección 10064,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2023,31.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2022,33.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2021,31.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2020,31.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2019,31.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2018,31.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2017,32.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2016,33.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Índice de Gini,2015,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2021,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2020,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2019,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2018,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2017,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2016,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910065 Barcelona sección 10065,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2023,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2022,32.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2021,32.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2020,31.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2019,32
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2018,32.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2017,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2016,34.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Índice de Gini,2015,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2023,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2021,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2019,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910066 Barcelona sección 10066,Distribución de la renta P80/P20,2015,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2023,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2022,32.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2021,32.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2020,31.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2019,31.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2018,30.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2017,30.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2016,31.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Índice de Gini,2015,32.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2023,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2021,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2019,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2018,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910067 Barcelona sección 10067,Distribución de la renta P80/P20,2015,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2023,29.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2022,28.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2021,29.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2020,28.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2019,30.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2018,30.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2017,31.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2016,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Índice de Gini,2015,32.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2021,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2020,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2019,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2017,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910068 Barcelona sección 10068,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2023,35.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2022,36.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2021,35.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2020,37.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2019,37
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2018,37
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2017,37.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2016,37.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Índice de Gini,2015,37.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2023,3.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2022,3.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2021,3.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2020,3.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2019,3.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2018,3.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2017,3.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2016,3.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910069 Barcelona sección 10069,Distribución de la renta P80/P20,2015,3.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2023,31.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2022,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2021,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2020,32.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2019,30.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2018,31.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2017,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2016,33.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Índice de Gini,2015,32.2
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2023,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2022,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2021,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2020,3.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2019,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2018,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2017,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2016,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910070 Barcelona sección 10070,Distribución de la renta P80/P20,2015,3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2023,27.1
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2022,27.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2021,27.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2020,27.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2019,28.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2018,27.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2017,28.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2016,28.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Índice de Gini,2015,28.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2023,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2022,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2021,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2020,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2019,2.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2018,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2017,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2016,2.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910071 Barcelona sección 10071,Distribución de la renta P80/P20,2015,2.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2023,31.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2022,32.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2021,31.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2020,32.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2019,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2018,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2017,31.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2016,33.3
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Índice de Gini,2015,32.4
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2023,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2022,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2021,2.5
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2020,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2019,2.9
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2018,2.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2017,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2016,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910072 Barcelona sección 10072,Distribución de la renta P80/P20,2015,2.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2023,27.6
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2022,27.7
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2021,27.8
08019 Barcelona,0801910 Barcelona distrito 10,0801910073 Barcelona sección 10073,Índice de Gini,2020,30.1
